basis_status,boundary_gap_to_leading,displacement_kind,frobenius_norm,full_entropy_effective_rank,learning_rate,numerical_rank,numerical_threshold,optimizer,parameters,relative_boundary_gap,relative_reconstruction_residual,retained_rank,run_id,shape,spectral_norm,stable_rank,stage,step,tensor,top_rank_energy
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.20.attn.Wqkv.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.20.attn.Wqkv.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.20.mlp.Wi.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.20.mlp.Wi.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.20.mlp.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.20.mlp.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.21.attn.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.21.attn.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.21.attn.Wqkv.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.21.attn.Wqkv.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.21.mlp.Wi.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.21.mlp.Wi.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.21.mlp.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.21.mlp.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.3.attn.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.3.attn.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.3.attn.Wqkv.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.3.attn.Wqkv.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.3.mlp.Wi.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.3.mlp.Wi.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.3.mlp.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.3.mlp.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.4.attn.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.4.attn.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.4.attn.Wqkv.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.4.attn.Wqkv.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.4.mlp.Wi.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.4.mlp.Wi.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.4.mlp.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.4.mlp.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.5.attn.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.5.attn.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.5.attn.Wqkv.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.5.attn.Wqkv.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.5.mlp.Wi.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.5.mlp.Wi.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.5.mlp.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.5.mlp.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.6.attn.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.6.attn.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.6.attn.Wqkv.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.6.attn.Wqkv.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.6.mlp.Wi.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.6.mlp.Wi.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.6.mlp.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,884736,,,16,diagnostic-natural-adamw,"[768, 1152]",0.0,,1,1,0.layers.6.mlp.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.7.attn.Wo.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,589824,,,16,diagnostic-natural-adamw,"[768, 768]",0.0,,1,1,0.layers.7.attn.Wo.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.7.attn.Wqkv.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.7.attn.Wqkv.weight,
zero,,saved_segment,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.7.mlp.Wi.weight,
zero,,cumulative,0.0,,3e-05,0,0.0,adamw,1769472,,,16,diagnostic-natural-adamw,"[2304, 768]",0.0,,1,1,0.layers.7.mlp.Wi.weight,
