exact_cumulative_frobenius_norm,exact_cumulative_full_entropy_effective_rank_fraction_parameter_weighted_nonzero,exact_cumulative_full_entropy_effective_rank_parameter_weighted_nonzero,exact_cumulative_insufficient_signal_rank_parameters,exact_cumulative_nonzero_parameter_fraction,exact_cumulative_nonzero_parameters,exact_cumulative_resolved_parameters,exact_cumulative_stable_rank_fraction_parameter_weighted_nonzero,exact_cumulative_stable_rank_parameter_weighted_nonzero,exact_cumulative_to_weight_ratio,exact_cumulative_top_rank_energy_parameter_weighted_nonzero,exact_cumulative_unresolved_boundary_parameters,exact_cumulative_zero_parameters,exact_saved_segment_frobenius_norm,exact_saved_segment_full_entropy_effective_rank_fraction_parameter_weighted_nonzero,exact_saved_segment_full_entropy_effective_rank_parameter_weighted_nonzero,exact_saved_segment_insufficient_signal_rank_parameters,exact_saved_segment_nonzero_parameter_fraction,exact_saved_segment_nonzero_parameters,exact_saved_segment_resolved_parameters,exact_saved_segment_stable_rank_fraction_parameter_weighted_nonzero,exact_saved_segment_stable_rank_parameter_weighted_nonzero,exact_saved_segment_to_weight_ratio,exact_saved_segment_top_rank_energy_parameter_weighted_nonzero,exact_saved_segment_unresolved_boundary_parameters,exact_saved_segment_zero_parameters,hidden_parameters,learning_rate,optimizer,progress_fraction,run_id,stage,step,weight_frobenius_norm
10.51894633524432,0.7557556310910017,580.4203246778894,0,1.0,110297088,110297088,0.025774065965711156,19.79448266166617,0.008796199532370187,0.2831984495551756,0,0,6.615056460762037,0.7713280143716981,592.3799150374641,0,1.0,110297088,110297088,0.035059284984544525,26.925530868130195,0.0055316715849949155,0.22967921647915035,0,0,110297088,3e-05,adamw,0.4,verified-v3-adamw-3e-5,2,1563,1195.8512646893005
11.778983839112003,0.7584407419195055,582.4824897941802,0,1.0,110297088,110297088,0.027346446067778828,21.00207058005414,0.009851151318444941,0.2744058988171152,0,0,4.7144629630066275,0.7711698311116139,592.2584302937195,0,1.0,110297088,110297088,0.03614367329775452,27.75834109267547,0.003942860323788663,0.22626261875103792,0,0,110297088,3e-05,adamw,0.6,verified-v3-adamw-3e-5,3,2345,1195.6961636613437
12.286472452245345,0.7589850667632807,582.9005312741997,0,1.0,110297088,110297088,0.027846378714117586,21.38601885244231,0.010276386995209903,0.2725017397917947,0,0,2.8944150024103874,0.7689668309913213,590.5665262013348,0,1.0,110297088,110297088,0.03413783371967545,26.217856296710746,0.0024208843347933297,0.23125479919166778,0,0,110297088,3e-05,adamw,0.8,verified-v3-adamw-3e-5,4,3126,1195.6023510960026
12.394563505236805,0.7588400713448068,582.7891747928117,0,1.0,110297088,110297088,0.027860245933597427,21.396668877002824,0.010367030700853066,0.27280773199946395,0,0,1.1112588005870188,0.7621818540871059,585.3556639388974,0,1.0,110297088,110297088,0.03041333008003347,23.357437501465704,0.0009294763867570884,0.24753882938959781,0,0,110297088,3e-05,adamw,1.0,verified-v3-adamw-3e-5,5,3907,1195.5750747624295
4.836651454045528,0.896326611592679,688.3788377031774,0,1.0,110297088,110297088,0.12473031432150453,95.79288139891547,0.004045448070780817,0.10707610622343973,0,0,4.836651454045528,0.896326611592679,688.3788377031774,0,1.0,110297088,110297088,0.12473031432150453,95.79288139891547,0.004045448070780817,0.10707610622343973,0,0,110297088,0.0001,muon,0.2,verified-v3-muon-1e-4,1,782,1195.5786774224987
7.082652868766647,0.8926259940604231,685.5367634384049,0,1.0,110297088,110297088,0.11454871726564682,87.97341486001676,0.005927632729596405,0.11153173607377881,0,0,4.348760461162211,0.9086273423413201,697.825798918134,0,1.0,110297088,110297088,0.18643742105849279,143.18393937292248,0.0036395762040571052,0.07672248532923807,0,0,110297088,0.0001,muon,0.4,verified-v3-muon-1e-4,2,1563,1194.8535261645475
8.156183754479562,0.8917974218134713,684.900419952746,0,1.0,110297088,110297088,0.11165728520426588,85.7527950368762,0.006829056034740748,0.11242447753456676,0,0,3.018654295699201,0.9124542801524912,700.7648871571132,0,1.0,110297088,110297088,0.2579968455594752,198.141577389677,0.002527476078934431,0.06594218881222473,0,0,110297088,0.0001,muon,0.6,verified-v3-muon-1e-4,3,2345,1194.3354561724864
8.64099218484625,0.8910573692888892,684.332059613867,0,1.0,110297088,110297088,0.10933867045771502,83.97209891152515,0.007236853217335636,0.11369116183195613,0,0,1.813054165014686,0.9134771191414902,701.5504275006645,0,1.0,110297088,110297088,0.28683878225758513,220.2921847738254,0.0015184375343262467,0.06343904780686217,0,0,110297088,0.0001,muon,0.8,verified-v3-muon-1e-4,4,3126,1194.0261775860047
8.770339163515068,0.8906780396345771,684.0407344393552,0,1.0,110297088,110297088,0.10821192892442077,83.10676141395514,0.007345861606347679,0.11440397388639345,0,0,0.676529281536151,0.9158622834217304,703.3822336678888,0,1.0,110297088,110297088,0.3039728921516006,233.45118117242927,0.0005666474673500069,0.0614009351763679,0,0,110297088,0.0001,muon,1.0,verified-v3-muon-1e-4,5,3907,1193.9156539426872
12.871000191404164,0.9111720932427072,699.7801676103991,0,1.0,110297088,110297088,0.21642470796680063,166.21417571850287,0.01077736847217311,0.07260948798829771,0,0,12.871000191404164,0.9111720932427072,699.7801676103991,0,1.0,110297088,110297088,0.21642470796680063,166.21417571850287,0.01077736847217311,0.07260948798829771,0,0,110297088,0.0003,muon,0.2,verified-v3-muon-3e-4,1,782,1194.261866858942
18.45667464692519,0.9097864158904269,698.7159674038478,0,1.0,110297088,110297088,0.21438919073787516,164.6508984866881,0.015481923524600335,0.07220981664221873,0,0,12.163392910591858,0.9144012073024306,702.2601272082667,0,1.0,110297088,110297088,0.31133888341067323,239.10826245939703,0.010202960308065093,0.06133139530922877,0,0,110297088,0.0003,muon,0.4,verified-v3-muon-3e-4,2,1563,1192.1435096613195
21.00013441074914,0.909731571376123,698.6738468168625,0,1.0,110297088,110297088,0.2154657055260623,165.47766184401587,0.017637810776500763,0.07199668124724327,0,0,8.681147936140244,0.9145274278864977,702.3570646168301,0,1.0,110297088,110297088,0.322235317843226,247.47672410359758,0.007291212600147811,0.06071983233792825,0,0,110297088,0.0003,muon,0.6,verified-v3-muon-3e-4,3,2345,1190.6315742273453
22.065594154481193,0.9096685189701825,698.6254225691002,0,1.0,110297088,110297088,0.21219913434087107,162.968935173789,0.018546847520183,0.07237606086055351,0,0,5.2803554945114755,0.9146779854049436,702.4726927909967,0,1.0,110297088,110297088,0.3222220073048875,247.46650161015359,0.004438310046102969,0.06063939440453244,0,0,110297088,0.0003,muon,0.8,verified-v3-muon-3e-4,4,3126,1189.72208783563
22.308021744318978,0.9096209489880981,698.5888888228594,0,1.0,110297088,110297088,0.21028573948996246,161.49944792829118,0.018755467240683183,0.07263904423781851,0,0,1.9926360456206522,0.9165061810458622,703.8767470432222,0,1.0,110297088,110297088,0.32969950954370975,253.2092233295691,0.0016753085730589307,0.05953991237169192,0,0,110297088,0.0003,muon,1.0,verified-v3-muon-3e-4,5,3907,1189.4143429244896
40.02078544011438,0.9158247067013408,703.3533747466298,0,1.0,110297088,110297088,0.3149892458111269,241.9117407829455,0.03363066905774036,0.06045165059045863,0,0,40.02078544011438,0.9158247067013408,703.3533747466298,0,1.0,110297088,110297088,0.3149892458111269,241.9117407829455,0.03363066905774036,0.06045165059045863,0,0,110297088,0.001,muon,0.2,verified-v3-muon-1e-3,1,782,1190.0086011194976
56.83057140262507,0.9143615152496739,702.2296437117495,0,1.0,110297088,110297088,0.30729938756691855,236.00592965139344,0.04802232467667961,0.06139837953858344,0,0,39.185162322073765,0.9150940332748578,702.7922175550908,0,1.0,110297088,110297088,0.32695463762548616,251.10116169637334,0.03311180129102306,0.060061353127751196,0,0,110297088,0.001,muon,0.4,verified-v3-muon-1e-3,2,1563,1183.4198320312235
64.19282241836083,0.9144145787635065,702.270396490373,0,1.0,110297088,110297088,0.29996945520608304,230.37654159827179,0.05446215313677758,0.06164217219046902,0,0,28.269626514936693,0.9147852811665788,702.5550959359325,0,1.0,110297088,110297088,0.3259231952714739,250.30901396849194,0.02398437504962575,0.060249912603923546,0,0,110297088,0.001,muon,0.6,verified-v3-muon-1e-3,3,2345,1178.6684646335118
67.0521935448248,0.9145329875868313,702.3613344666865,0,1.0,110297088,110297088,0.2926561435043342,224.75991821132868,0.0570281319295361,0.061954082521029456,0,0,17.29581556794944,0.9148123772736038,702.5759057461278,0,1.0,110297088,110297088,0.32530291108366244,249.83263571225277,0.014710153387876344,0.06035300799215162,0,0,110297088,0.001,muon,0.8,verified-v3-muon-1e-3,4,3126,1175.7739781424793
67.59995166631792,0.9145862601879269,702.4022478243278,0,1.0,110297088,110297088,0.289285413277602,222.17119739719834,0.057542057816582254,0.06209939205720193,0,0,6.578980674399999,0.9163922989758411,703.7892856134459,0,1.0,110297088,110297088,0.3318140919481608,254.8332226161875,0.005600123624483682,0.05936275220768545,0,0,110297088,0.001,muon,1.0,verified-v3-muon-1e-3,5,3907,1174.792043096471
116.09427161100929,0.9170401949605862,704.2868697297303,0,1.0,110297088,110297088,0.3362626362145425,258.24970461276865,0.09831235216165402,0.05877748793000903,0,0,116.09427161100929,0.9170401949605862,704.2868697297303,0,1.0,110297088,110297088,0.3362626362145425,258.24970461276865,0.09831235216165402,0.05877748793000903,0,0,110297088,0.003,muon,0.2,verified-v3-muon-3e-3,1,782,1180.8716713451902
163.71531696139505,0.9157010971111736,703.2584425813814,0,1.0,110297088,110297088,0.32204383536210396,247.32966555809583,0.14054105931067173,0.059938602075922005,0,0,114.50867618031677,0.9155509322632763,703.1431159781962,0,1.0,110297088,110297088,0.3316756365018451,254.726888833417,0.09829972509193662,0.059622074399722405,0,0,110297088,0.003,muon,0.4,verified-v3-muon-3e-3,2,1563,1164.8931476992477
183.8901088113378,0.9156892681097609,703.2493579082964,0,1.0,110297088,110297088,0.3112390931058443,239.0316235052884,0.15950886242585055,0.06036572116302426,0,0,82.65900885849888,0.9149071639185551,702.6487018894502,0,1.0,110297088,110297088,0.3285441777784561,252.3219285338543,0.07169958491782971,0.06000734664537326,0,0,110297088,0.003,muon,0.6,verified-v3-muon-3e-3,3,2345,1152.8519858689428
191.2920103805193,0.9157545169547213,703.299469021226,0,1.0,110297088,110297088,0.3017512415063328,231.74495347686357,0.16704355718014616,0.060742026038567216,0,0,50.81276486235465,0.9147264220069763,702.5098921013579,0,1.0,110297088,110297088,0.3264839906821023,250.73970484385458,0.04437166495287381,0.06022848288968367,0,0,110297088,0.003,muon,0.8,verified-v3-muon-3e-3,4,3126,1145.162457084308
192.5047415592217,0.9158006692080382,703.3349139517734,0,1.0,110297088,110297088,0.29799215686153185,228.85797646965648,0.16850320341447217,0.060900384453983124,0,0,19.469237066841522,0.9160565196953053,703.5314071259945,0,1.0,110297088,110297088,0.3286389645475493,252.3947247725179,0.017041807839259553,0.05957462495648371,0,0,110297088,0.003,muon,1.0,verified-v3-muon-3e-3,5,3907,1142.4396549050302
4.815492614402119,0.9020416953653805,692.7680220406122,0,1.0,110297088,110297088,0.1302464992250462,100.02931140483548,0.004027761128242477,0.10386517209222357,0,0,4.815492614402119,0.9020416953653805,692.7680220406122,0,1.0,110297088,110297088,0.1302464992250462,100.02931140483548,0.004027761128242477,0.10386517209222357,0,0,110297088,0.0001,normuon,0.2,verified-v3-normuon-1e-4,1,782,1195.5755222513335
7.074643319628783,0.8977035553822709,689.436330533584,0,1.0,110297088,110297088,0.11851880689344803,91.0224436941681,0.005920960882020224,0.10975946007850379,0,0,4.347504329752477,0.913484574795113,701.5561534426467,0,1.0,110297088,110297088,0.18797946630370949,144.3682301212489,0.0036385442923260554,0.0759926170709902,0,0,110297088,0.0001,normuon,0.4,verified-v3-normuon-1e-4,2,1563,1194.847164268872
8.155572345999055,0.8965927174494013,688.5832070011402,0,1.0,110297088,110297088,0.11521356121010098,88.48401500935755,0.006828588470685108,0.11073934264516809,0,0,3.0141761326245895,0.9173307935717545,704.5100494631075,0,1.0,110297088,110297088,0.2560672377365144,196.65963858164307,0.002523742971632378,0.06500533103729594,0,0,110297088,0.0001,normuon,0.6,verified-v3-normuon-1e-4,3,2345,1194.3276975923563
8.645005518507483,0.8956605809287119,687.8673261532508,0,1.0,110297088,110297088,0.11246771573427437,86.3752056839227,0.007240266671709937,0.11213229011684295,0,0,1.8086701486961176,0.9183834442383056,705.3184851750187,0,1.0,110297088,110297088,0.28343490604870275,217.67800784540373,0.0015147768465487326,0.0624964370140754,0,0,110297088,0.0001,normuon,0.8,verified-v3-normuon-1e-4,4,3126,1194.0175563265252
8.775868187945692,0.8951947704472716,687.5095837035045,0,1.0,110297088,110297088,0.11117831563239934,85.3849464056827,0.007350547376368582,0.11293015668655168,0,0,0.6738203797425165,0.9206525251215392,707.0611392933421,0,1.0,110297088,110297088,0.29840355067470753,229.1739269181754,0.0005643827503315603,0.060416722253537766,0,0,110297088,0.0001,normuon,1.0,verified-v3-normuon-1e-4,5,3907,1193.9067580408232
12.861033847925498,0.915951091161535,703.4504380120588,0,1.0,110297088,110297088,0.21813202089106698,167.52539204433944,0.010769084578475505,0.07149413989465328,0,0,12.861033847925498,0.915951091161535,703.4504380120588,0,1.0,110297088,110297088,0.21813202089106698,167.52539204433944,0.010769084578475505,0.07149413989465328,0,0,110297088,0.0003,normuon,0.2,verified-v3-normuon-3e-4,1,782,1194.2550691477745
18.4686873546892,0.9143071377938233,702.1878818256563,0,1.0,110297088,110297088,0.21716489141008113,166.78263660294232,0.015492155501100262,0.07123429157168672,0,0,12.148101745398108,0.919117714518004,705.8824047498271,0,1.0,110297088,110297088,0.30429287069307204,233.6969246922793,0.010190235920318988,0.06047966283583157,0,0,110297088,0.0003,normuon,0.4,verified-v3-normuon-3e-4,2,1563,1192.131550278949
21.031929809896255,0.913945289814388,701.90998257745,0,1.0,110297088,110297088,0.21701008236454686,166.663743255972,0.017664757632462565,0.07118696416064306,0,0,8.662017818638116,0.9193454281544648,706.0572888226291,0,1.0,110297088,110297088,0.31911039796597157,245.07678563786615,0.007275245151413387,0.05972707090063989,0,0,110297088,0.0003,normuon,0.6,verified-v3-normuon-3e-4,3,2345,1190.6152491583484
22.109816594583556,0.9136777190339685,701.7044882180879,0,1.0,110297088,110297088,0.21395114756289552,164.31448132830377,0.01858430476680262,0.07164669351151395,0,0,5.263542468592507,0.9195135295453564,706.1863906908338,0,1.0,110297088,110297088,0.31944570810133,245.33430382182144,0.004424246441433415,0.059659863279515224,0,0,110297088,0.0003,normuon,0.8,verified-v3-normuon-3e-4,4,3126,1189.7037242995823
22.358210187257995,0.91353762187819,701.5968936024498,0,1.0,110297088,110297088,0.21220272295695394,162.97169123094062,0.018797963787665767,0.07195205633290652,0,0,1.982817058724937,0.921313557633169,707.5688122622738,0,1.0,110297088,110297088,0.3237108855831158,248.60996012783292,0.0016670799207675062,0.058698277634181284,0,0,110297088,0.0003,normuon,1.0,verified-v3-normuon-3e-4,5,3907,1189.3953217384255
39.99029257104772,0.9201967018431534,706.7110670155419,0,1.0,110297088,110297088,0.3074606582731172,236.129785553754,0.03360534178743306,0.059857744114813254,0,0,39.99029257104772,0.9201967018431534,706.7110670155419,0,1.0,110297088,110297088,0.3074606582731172,236.129785553754,0.03360534178743306,0.059857744114813254,0,0,110297088,0.001,normuon,0.2,verified-v3-normuon-1e-3,1,782,1189.9980908988211
56.83362455010694,0.9183360548690639,705.2820901394409,0,1.0,110297088,110297088,0.30102341282738204,231.18598105142942,0.048025910130810416,0.06087500716518923,0,0,39.087286036437256,0.9194904135949094,706.1686376408903,0,1.0,110297088,110297088,0.3220815245127479,247.35861082579044,0.033029786526956324,0.05939281919037439,0,0,110297088,0.001,normuon,0.4,verified-v3-normuon-1e-3,2,1563,1183.3950547799416
64.25953550205726,0.9179568677977479,704.9908744686703,0,1.0,110297088,110297088,0.2913894824488064,223.7871225206833,0.05452051452795346,0.06138915366103938,0,0,28.192083359790768,0.9193053344768569,706.0264968782261,0,1.0,110297088,110297088,0.31955071395407225,245.41494831672748,0.02391935886840544,0.05958779954441474,0,0,110297088,0.001,normuon,0.6,verified-v3-normuon-1e-3,3,2345,1178.6303936862237
67.16679365558709,0.9177876366647955,704.8609049585629,0,1.0,110297088,110297088,0.2835966354920348,217.80221605788273,0.05712772650047404,0.06181020518470914,0,0,17.25593078733419,0.9194399121799309,706.129852554187,0,1.0,110297088,110297088,0.31745337280986896,243.8041903179794,0.014676777628910039,0.059658184940659255,0,0,110297088,0.001,normuon,0.8,verified-v3-normuon-1e-3,4,3126,1175.73020615532
67.73097665383571,0.9177365868524636,704.8216987026921,0,1.0,110297088,110297088,0.28036999360555737,215.32415508906809,0.05765580912559697,0.061992412787441324,0,0,6.554485524947977,0.9211146954175449,707.4160860806746,0,1.0,110297088,110297088,0.324388457311993,249.13033521561064,0.005579487924326092,0.05875721087013262,0,0,110297088,0.001,normuon,1.0,verified-v3-normuon-1e-3,5,3907,1174.7467892834713
116.05731208370356,0.9209526072252758,707.2916023490119,0,1.0,110297088,110297088,0.3247078590705037,249.37563576614687,0.09828377692694722,0.05870342743754683,0,0,116.05731208370356,0.9209526072252758,707.2916023490119,0,1.0,110297088,110297088,0.3247078590705037,249.37563576614687,0.09828377692694722,0.05870342743754683,0,0,110297088,0.003,normuon,0.2,verified-v3-normuon-3e-3,1,782,1180.8389513761476
163.69892165899734,0.9190477360562963,705.8286612912356,0,1.0,110297088,110297088,0.30867970917413384,237.06601664573475,0.14053185586920616,0.059983092122337975,0,0,114.2722605254661,0.9194422867815071,706.1316762481974,0,1.0,110297088,110297088,0.32068082507580187,246.28287365821583,0.0981001749019801,0.059561912918441574,0,0,110297088,0.003,normuon,0.4,verified-v3-normuon-3e-3,2,1563,1164.8527705444444
183.95475444016685,0.9185971593978716,705.4826184175653,0,1.0,110297088,110297088,0.29676956892514184,227.91902893450893,0.1595758333177102,0.0606474160478872,0,0,82.43528209578446,0.9190145699011942,705.8031896841172,0,1.0,110297088,110297088,0.3174940924869359,243.83546302996675,0.07151040414937475,0.059908517543902376,0,0,110297088,0.003,normuon,0.6,verified-v3-normuon-3e-3,3,2345,1152.7732653221935
191.36562374377624,0.9184040920950483,705.3343427289972,0,1.0,110297088,110297088,0.2886120800198352,221.6540774552334,0.1671235412183638,0.06109211896923031,0,0,50.55854112097826,0.918866665747709,705.6895992942406,0,1.0,110297088,110297088,0.3168867755771741,243.36904364326975,0.044153815432835565,0.060121486746805224,0,0,110297088,0.003,normuon,0.8,verified-v3-normuon-3e-3,4,3126,1145.054863896988
192.60367810635677,0.9183466441624468,705.2902227167591,0,1.0,110297088,110297088,0.28531594614371136,219.12264663837033,0.16860739426003418,0.061277955003323496,0,0,19.362175115564483,0.9203011877526185,706.791312194011,0,1.0,110297088,110297088,0.32037095593874626,246.04489416095714,0.01694986266897287,0.05948613570473578,0,0,110297088,0.003,normuon,1.0,verified-v3-normuon-3e-3,5,3907,1142.3204714813064
