state,learning_rate,optimizer,run_id,step,stage,task,baseline_margin,baseline_shortlist_ndcg,helpful_mass,degrading_mass,helpful_share,first_order_half_l1,first_order_helpful_mass,first_order_degrading_mass,direct_sum,renormalization_sum,switching_sum,fixed_negative_sum,actual_sum,first_order_sum,finite_vs_first_order_l1,finite_vs_first_order_relative_l1,switching_fraction,queries_with_any_switch_fraction,baseline_negative_tie_queries,max_coordinate_energy,switching_to_total_mass
pretrained,,pretrained,pretrained,0,0,Touche2020,0.24612897364865183,1.0,0.11170119831345168,0.10960347086226563,0.5047394559251718,0.11108805903085099,0.11108805903085098,0.11108805903085098,-0.24612897364865183,0.24604709246885692,-0.0020158462713911716,-8.188117979488103e-05,-0.0020977274511860527,9.540979117872439e-18,0.0028102197600992414,0.012698420555546026,0.0018717447916666667,0.0625,0,0.021986716591957223,0.009108918844322156
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,ArguAna,0.23792551036438175,1.0,0.09917894752845934,0.09586987779837694,0.5084826702353565,0.09790242809014137,0.09790242809014135,0.09790242809014138,-0.23792551036438173,0.23786206920349656,-0.0032456285691972574,-6.344116088514463e-05,-0.003309069730082402,1.5612511283791264e-17,0.0038626698134468958,0.019803604594769333,0.0030924479166666665,0.25,0,0.034950442378715744,0.016640082624228447
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,ClimateFEVER,0.01215915886630907,0.776420812514897,0.10821927800279703,0.10825291529465944,0.4999223057443314,0.10784885029345781,0.10784885029345781,0.10784885029345781,-0.012159158866309062,0.012192796158171471,0.0,3.3637291862409664e-05,3.3637291862409664e-05,6.938893903907228e-18,0.0008458673565191892,0.0039075104457267406,0.0,0.0,0,0.024350240960670573,-0.0
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,DBPedia,0.29809687082798525,1.0,0.11661563369941777,0.1159809424826248,0.5013643606178799,0.11608639092048453,0.1160863909204845,0.11608639092048453,-0.2980968708279852,0.2979280921617957,-0.00046591255060345754,-0.0001687786661894973,-0.0006346912167929548,4.0332320816460765e-17,0.0013840439166578206,0.005950405373011998,0.000244140625,0.0625,0,0.02210900756187396,0.0020030929012420603
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,FEVER,0.39598701464280694,1.0,0.11834693480226358,0.10198240975771845,0.5371365082513784,0.10857003869551386,0.10857003869551385,0.10857003869551388,-0.39598701464280694,0.3958893487353578,-0.016266859137096048,-9.766590744907447e-05,-0.016364525044545122,1.951563910473908e-17,0.016897473979671958,0.07669189055782728,0.01806640625,0.0625,0,0.022046199093573644,0.07382974414770971
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,FiQA2018,0.21519307297015194,0.9769331095982161,0.11677745395581321,0.10591731722391398,0.5243834569495448,0.11122578770617128,0.1112257877061713,0.11122578770617127,-0.21519307297015194,0.21507533246108312,-0.010742396222830401,-0.00011774050906883035,-0.010860136731899232,-2.0816681711721685e-17,0.011418150599886812,0.051272647936002606,0.010823567708333334,0.125,0,0.021413085220430526,0.04823820589016293
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,HotpotQA,0.29948640298040596,1.0,0.12018052133860667,0.12009934817271134,0.5001689137880347,0.11967779116799819,0.11967779116799816,0.11967779116799819,-0.29948640298040596,0.2994052298145106,0.0,-8.11731658953152e-05,-8.11731658953152e-05,2.949029909160572e-17,0.0009871728617663726,0.004108429323580407,0.0,0.0,0,0.01846462318202749,-0.0
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,MSMARCO,0.4272232305943409,1.0,0.11826384747323342,0.09358964415109924,0.5582341200349142,0.10700805507975028,0.1070080550797503,0.10700805507975027,-0.427223230594341,0.42705565073062574,-0.02450662345841891,-0.00016757986371526007,-0.02467420332213417,-3.209238430557093e-17,0.025125202140672716,0.11859706416935417,0.02099609375,0.25,0,0.0341353335443755,0.11567722236022933
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,NFCorpus,0.003961712827458058,0.7190574688428424,0.14497568274170836,0.08912351174196242,0.6192916770237793,0.11889828947288636,0.11889828947288636,0.11889828947288635,-0.003961712827458075,0.0039226890360405855,-0.05581314720832846,-3.9023791417494916e-05,-0.05585217099974595,-2.0816681711721685e-17,0.056070103174803654,0.2395142934962757,0.055257161458333336,0.4375,0,0.033113078452382365,0.23841665637265408
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,NQ,0.4157187831873165,1.0,0.12106520612192323,0.1145566991940978,0.5138113366817403,0.11823977612083082,0.11823977612083084,0.11823977612083084,-0.4157187831873165,0.41557778405481255,-0.006367507795321498,-0.0001409991325039238,-0.006508506927825421,-8.673617379884035e-18,0.0071153852375572075,0.030198318055419775,0.004801432291666667,0.1875,0,0.02173774970008348,0.027024260697583537
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,QuoraRetrieval,0.4782013869578225,1.0,0.10730007141909462,0.09926604176284337,0.5194466302640236,0.10306551622324076,0.10306551622324073,0.10306551622324078,-0.4782013869578225,0.4780848079762221,-0.007917450674650856,-0.00011657898160039037,-0.008034029656251246,3.5128150388530344e-17,0.008584899352031604,0.04156005658328987,0.008870442708333334,0.125,0,0.023860005636686093,0.03832889408960013
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,SCIDOCS,0.09938841082210453,0.8583298984711626,0.11977302530343317,0.11699112582889636,0.5058748325310912,0.11859368587322014,0.11859368587322017,0.11859368587322013,-0.09938841082210459,0.09930737596747875,-0.00270086461991096,-8.103485462584775e-05,-0.002781899474536808,-4.705437428587089e-17,0.0035764460611622828,0.015105521862401274,0.0033365885416666665,0.1875,0,0.0505243001067044,0.011407405246926185
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,SciFact,0.2656813074547526,1.0,0.11700610250762047,0.11692620130784132,0.500170778465556,0.11655245994130085,0.11655245994130084,0.11655245994130087,-0.2656813074547526,0.2656014062549735,0.0,-7.990119977914316e-05,-7.990119977914316e-05,2.3418766925686896e-17,0.0009469996144564604,0.004048178037025207,0.0,0.0,0,0.027805469897501024,-0.0
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,TRECCOVID,0.07870707392749886,0.9110827739955403,0.11568346933827894,0.11521293383460239,0.501018932077786,0.11504627629588264,0.11504627629588265,0.11504627629588263,-0.07870707392749887,0.07871672723131086,-0.00048018880748854076,9.653303811977404e-06,-0.00047053550367656335,-3.122502256758253e-17,0.001320886765972742,0.005720690092273726,0.0004069010416666667,0.125,0,0.02294591812457937,0.002079672099218472
verified-v3-adamw-1e-5/checkpoint-1563,1e-05,adamw,verified-v3-adamw-1e-5,1563,2,Touche2020,0.2951370031813482,1.0,0.11699477515070636,0.1024130086072794,0.5332298296206098,0.11088142894809057,0.11088142894809057,0.11088142894809058,-0.29513700318134817,0.295060277389281,-0.014505040751359718,-7.672579206723616e-05,-0.014581766543426954,2.7321894746634712e-17,0.015115937440354308,0.06889426246166226,0.014322916666666666,0.125,0,0.02630855647534831,0.06610996429989591
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,ArguAna,0.24061008689586277,1.0,0.09990473130912392,0.09673488456269198,0.5080600410359281,0.09830866226420991,0.09830866226420992,0.0983086622642099,-0.24061008689586277,0.24055151920683882,-0.0031112790574079584,-5.856768902397051e-05,-0.003169846746431929,-1.214306433183765e-17,0.0037306243690647715,0.0189718859677628,0.0028483072916666665,0.1875,0,0.03384746250558027,0.015822239296053742
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,ClimateFEVER,0.012112271218540114,0.7834925120627381,0.10753945439747181,0.10707816804162149,0.5010746702684707,0.10711347028024362,0.10711347028024362,0.10711347028024365,-0.012112271218540093,0.012144406810638062,-0.0004934219479482919,3.213559209796872e-05,-0.00046128635585032315,1.3877787807814457e-17,0.0013088090780987865,0.006098329965752071,0.000244140625,0.0625,0,0.024690191582263078,0.002299074709432684
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,DBPedia,0.30253228798263265,1.0,0.12301357856552685,0.11201260381725106,0.5234037217401569,0.11727291491481576,0.11727291491481577,0.11727291491481573,-0.3025322879826327,0.3023571285623699,-0.010825815328012942,-0.00017515942026282566,-0.011000974748275768,-3.469446951953614e-17,0.011596356407779406,0.04934070021565885,0.009114583333333334,0.125,0,0.02138286760870719,0.04606216727964956
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,FEVER,0.4049288930838878,1.0,0.1157852746273395,0.10214886494612511,0.5312856207565809,0.10792434902859505,0.10792434902859507,0.10792434902859502,-0.40492889308388785,0.40482492805913645,-0.013532444656463038,-0.0001039650247513478,-0.013636409681214386,-4.466912950640278e-17,0.014199175943518983,0.06515351826615721,0.014078776041666666,0.125,0,0.022357368657041823,0.06209419360797904
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,FiQA2018,0.22033629184908068,0.9769331095982161,0.11062509079950436,0.10996407317548541,0.5014983003065687,0.11001874428154881,0.11001874428154883,0.11001874428154881,-0.22033629184908066,0.2202123706264129,-0.0005370964013511528,-0.00012392122266779299,-0.0006610176240189457,-6.938893903907228e-18,0.0014047607466656257,0.006368221907876202,0.0003255208333333333,0.125,0,0.020809859165572576,0.002434826768789279
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,HotpotQA,0.30140824791700793,1.0,0.12066908034724454,0.12058994227773324,0.5001640105904647,0.12017491113427989,0.12017491113427986,0.12017491113427989,-0.30140824791700793,0.3013291098474966,0.0,-7.913806951129199e-05,-7.913806951129199e-05,9.75781955236954e-18,0.0009847203910927657,0.004081589904405161,0.0,0.0,0,0.019284470238591,-0.0
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,MSMARCO,0.4366660239395245,1.0,0.10830407196653713,0.10797823587788452,0.5007532657014345,0.10782791037976196,0.10782791037976196,0.10782791037976197,-0.4366660239395245,0.4364967832365042,-0.0001565953856323861,-0.00016924070302023683,-0.0003258360886526229,6.938893903907228e-18,0.001051903141580279,0.0048635653653970835,8.138020833333333e-05,0.0625,0,0.0330324603522483,0.0007240323408469908
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,NFCorpus,0.0032679644945965355,0.7201742473770677,0.1313480435123169,0.10555888674180187,0.5544288779202285,0.12166524004860692,0.12166524004860693,0.12166524004860692,-0.0032679644945965438,0.003227211231676526,-0.025748403507595004,-4.0753262920021835e-05,-0.025789156770515027,-7.37257477290143e-18,0.026248781853223144,0.11079786406023381,0.023681640625,0.375,0,0.028574687215768963,0.10868573359156661
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,NQ,0.42180926436400995,1.0,0.11850444851485058,0.11728608475284454,0.5025835722603478,0.11740551075710108,0.11740551075710107,0.1174055107571011,-0.4218092643640099,0.4216544986717332,-0.0010635980697293532,-0.00015476569227669199,-0.0012183637620060452,2.949029909160572e-17,0.001899942680586316,0.008057756408860122,0.0006510416666666666,0.0625,0,0.021715874012186394,0.004510775114630411
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,QuoraRetrieval,0.47970761778066057,1.0,0.10185510200023033,0.10162514997673106,0.5005650475200053,0.10139637482160488,0.10139637482160489,0.10139637482160488,-0.47970761778066057,0.4796071535360052,-0.00012948777884385504,-0.00010046424465541895,-0.000229952023499274,-1.8431436932253575e-17,0.0009103617653298812,0.0044739563494985,0.00016276041666666666,0.125,0,0.023890529863026495,0.0006363653356322559
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,SCIDOCS,0.1009793331763805,0.86024524972907,0.12372989146663657,0.1138056749834428,0.5208899589891087,0.11921573165787619,0.11921573165787622,0.11921573165787622,-0.1009793331763805,0.10092643633204229,-0.009871319638855555,-5.289684433821412e-05,-0.009924216483193771,1.3877787807814457e-17,0.01057192170335392,0.04450668950906651,0.010986328125,0.1875,0,0.055591513244661106,0.04155722777174136
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,SciFact,0.26783624545256296,1.0,0.11820086961399838,0.11813133226721931,0.5001471177990674,0.11774559309946958,0.11774559309946958,0.11774559309946958,-0.26783624545256296,0.26776670810578385,0.0,-6.953734677906699e-05,-6.953734677906699e-05,6.071532165918825e-18,0.0009555308596358225,0.004043168269197946,0.0,0.0,0,0.026843267177131574,-0.0
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,TRECCOVID,0.0793811847672691,0.9110827739955403,0.11530011971338419,0.11470814130169724,0.5012868633697642,0.11458953411199863,0.11458953411199861,0.11458953411199863,-0.0793811847672691,0.0793815442216369,-0.0005923378660547436,3.5945436780218665e-07,-0.0005919784116869414,1.3877787807814457e-17,0.0014226566737750115,0.006185241640871887,0.00048828125,0.125,0,0.022638536521426063,0.0025752895284743907
verified-v3-adamw-1e-5/checkpoint-2345,1e-05,adamw,verified-v3-adamw-1e-5,2345,3,Touche2020,0.3013115864797528,1.0,0.1171119972830349,0.10238608088426167,0.5335445223979353,0.11082308236309486,0.11082308236309485,0.11082308236309488,-0.3013115864797528,0.3012374828865901,-0.014651812805610464,-7.4103593162754e-05,-0.014725916398773218,1.474514954580286e-17,0.015251402757440618,0.06948308105830583,0.015055338541666666,0.125,0,0.025303604122095258,0.06675144004879704
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,ArguAna,0.2376565004005038,1.0,0.09975242965640252,0.09779558360659102,0.5049528365724599,0.09874435596931783,0.09874435596931781,0.09874435596931783,-0.23765650040050376,0.2376024414779343,-0.0019027871272420359,-5.405892256946966e-05,-0.0019568460498115055,2.2551405187698492e-17,0.0025465712906578893,0.012890898008008142,0.0017903645833333333,0.1875,0,0.03741834175927466,0.009632023606883233
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,ClimateFEVER,0.01401704687475439,0.7791597969423252,0.10789128503215539,0.10671693291909803,0.5027360371477576,0.1073859907586675,0.10738599075866748,0.10738599075866753,-0.014017046874754349,0.014047066215152768,-0.0012043714534557687,3.0019340398416104e-05,-0.0011743521130573526,4.7704895589362195e-17,0.0020005949654430494,0.009322079948948968,0.0008951822916666666,0.0625,0,0.025367711302380046,0.005611954029315561
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,DBPedia,0.30191444533698264,1.0,0.13443812438450206,0.10324967207739985,0.5656080218912318,0.1182992414991928,0.11829924149919278,0.11829924149919283,-0.30191444533698264,0.30174212603704753,-0.03101613300716709,-0.00017231929993513292,-0.031188452307102224,2.8189256484623115e-17,0.03159429299979384,0.13292349657866415,0.029215494791666668,0.125,0,0.021796598852552303,0.13049106209429878
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,FEVER,0.4104242484230608,1.0,0.11620473227950853,0.10327512513868545,0.529455111035969,0.10856817201151252,0.10856817201151253,0.1085681720115125,-0.4104242484230608,0.41032185543487076,-0.012827214152633049,-0.00010239298819004344,-0.012929607140823092,-3.209238430557093e-17,0.013499022792493638,0.06150460890255082,0.01318359375,0.125,0,0.024534726184491863,0.05844369639894675
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,FiQA2018,0.22173859922045847,0.9769331095982161,0.11083100967611222,0.10991478573071484,0.5020752919522404,0.11002820181950443,0.11002820181950443,0.1100282018195044,-0.22173859922045847,0.2216139209246495,-0.0007915456495884016,-0.0001246782958089776,-0.0009162239453973792,-2.2551405187698492e-17,0.0016486071762899718,0.007468351427720943,0.0005696614583333334,0.125,0,0.02165974553051661,0.0035857790547249597
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,HotpotQA,0.30223489190713465,1.0,0.12095499533024959,0.12080010147375991,0.5003203528251056,0.12046217489367665,0.12046217489367665,0.12046217489367668,-0.3022348919071346,0.30215460287937895,-7.460482873404561e-05,-8.028902775563014e-05,-0.00015489385648967575,1.431146867680866e-17,0.001056242288494123,0.00436905902898261,8.138020833333333e-05,0.0625,0,0.019298431930204377,0.00030859671510680755
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,MSMARCO,0.43992428045991666,1.0,0.11147129122562754,0.1033717075816224,0.5188500060252645,0.10791346372687388,0.10791346372687388,0.10791346372687385,-0.43992428045991677,0.43975080222507973,-0.007926105409168153,-0.00017347823483698788,-0.008099583644005141,-4.163336342344337e-17,0.008715652624083959,0.040567543147651534,0.006266276041666667,0.1875,0,0.03296249313467136,0.03689254689783582
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,NFCorpus,0.0035581155100869837,0.7190574688428424,0.13287137841911417,0.10425266277170195,0.5603454535940168,0.11873446461085345,0.11873446461085346,0.11873446461085344,-0.0035581155100869906,0.0035200387464467274,-0.02858063888377193,-3.8076763640269243e-05,-0.028618715647412196,-1.2793585635328952e-17,0.029060775338312885,0.12255516223649118,0.026041666666666668,0.4375,0,0.026903305159752124,0.12053032978116632
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,NQ,0.4217050823861722,1.0,0.12601417921493452,0.10610582851895552,0.5428837455468348,0.11675914477395732,0.1167591447739573,0.11675914477395732,-0.4217050823861721,0.4215499321614846,-0.019753200471291508,-0.00015515022468751312,-0.019908350695979023,3.0357660829594124e-17,0.02035746057259647,0.08770230869514241,0.020426432291666668,0.125,0,0.021711508065758472,0.08509908587430869
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,QuoraRetrieval,0.4815071662653924,1.0,0.1019707646340296,0.10185933151720063,0.5002733480455858,0.10157108881393193,0.10157108881393193,0.10157108881393194,-0.4815071662653924,0.48139573314856343,0.0,-0.0001114331168289677,-0.0001114331168289677,2.0166160408230382e-17,0.0007835417942442762,0.00384409274704425,0.0,0.0,0,0.024184888829435102,-0.0
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,SCIDOCS,0.10101664608507288,0.86024524972907,0.11668667652504922,0.11304282870376665,0.5079307353612528,0.1145373258817631,0.11453732588176313,0.11453732588176307,-0.10101664608507291,0.10096623273751154,-0.0035934344737211764,-5.041334756137597e-05,-0.0036438478212825524,-4.141652298894627e-17,0.00445701531520426,0.01940114444927294,0.0032552083333333335,0.125,0,0.05845062473959051,0.01564202417161014
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,SciFact,0.267014156379975,1.0,0.11839370783920139,0.11832049723890513,0.5001546392204729,0.11793480326866912,0.11793480326866912,0.11793480326866909,-0.267014156379975,0.26694094577967875,0.0,-7.321060029626299e-05,-7.321060029626299e-05,-1.9081958235744878e-17,0.0009533747670879572,0.004027535089300536,0.0,0.0,0,0.027152721747718097,-0.0
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,TRECCOVID,0.07932008907973458,0.9110827739955403,0.11691885376363198,0.1141516393041437,0.5059878144170415,0.11539826217782567,0.11539826217782564,0.11539826217782569,-0.07932008907973453,0.07932735861043097,-0.0027744839901847323,7.269530696435433e-06,-0.002767214459488297,4.5102810375396984e-17,0.003511496324927968,0.01519664531073643,0.0030924479166666665,0.125,0,0.022081638836401064,0.012007089063383544
verified-v3-adamw-1e-5/checkpoint-3126,1e-05,adamw,verified-v3-adamw-1e-5,3126,4,Touche2020,0.30301928596856054,1.0,0.11379040149369313,0.1060290971433464,0.51765381232891,0.11118162926406047,0.11118162926406044,0.1111816292640605,-0.30301928596856054,0.3029403627456105,-0.0076823811273966786,-7.892322295004542e-05,-0.007761304350346724,5.0306980803327406e-17,0.008366372080525021,0.03806019089480031,0.006591796875,0.1875,0,0.02492443736065841,0.034948588159968624
verified-v3-adamw-1e-5/checkpoint-3907,1e-05,adamw,verified-v3-adamw-1e-5,3907,5,ArguAna,0.23957443218798563,1.0,0.0994801934983866,0.09810258780647901,0.5034861481420844,0.09864666972567661,0.0986466697256766,0.09864666972567661,-0.2395744321879856,0.23952045661018834,-0.0013236301141103142,-5.397557779726614e-05,-0.0013776056919075803,1.474514954580286e-17,0.001966184478579089,0.009951193447091488,0.001220703125,0.1875,0,0.037464235530253714,0.006699116721451471
