ndcg_at_10,operator,result_path,run_id,seed,state,task
0.15185,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-adamw_state-adamw-seed314159,314159,adamw_state,SCIDOCS
0.88148,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-adamw_state-adamw-seed314159,314159,adamw_state,SciFact
0.81598,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-adamw_state-adamw-seed314159,314159,adamw_state,TRECCOVID
0.35085,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed314159/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed314159__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-adamw_state-adamw-seed314159,314159,adamw_state,Touche2020
0.54157,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,ArguAna
0.40427,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,ClimateFEVER
0.25913,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,DBPedia
0.92094,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,FEVER
0.51679,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,FiQA2018
0.66281,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,HotpotQA
0.55564,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,MSMARCO
0.27763,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,NFCorpus
0.95246,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/NQDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,NQ
0.91248,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,QuoraRetrieval
0.14881,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,SCIDOCS
0.87143,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,SciFact
0.81229,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,TRECCOVID
0.35961,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed314159/checkpoint-391/dense/factorial-v3-muon_state-muon-seed314159__checkpoint-391/results/factorial-v3-muon_state-muon-seed314159__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-muon_state-muon-seed314159,314159,muon_state,Touche2020
0.54265,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,ArguAna
0.41261,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,ClimateFEVER
0.26374,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,DBPedia
0.92319,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,FEVER
0.51902,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,FiQA2018
0.66168,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,HotpotQA
0.55635,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,MSMARCO
0.27603,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,NFCorpus
0.92407,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/NQDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,NQ
0.91105,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,QuoraRetrieval
0.15126,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,SCIDOCS
0.87366,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,SciFact
0.80242,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,TRECCOVID
0.34879,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-muon-seed271828/checkpoint-391/dense/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/results/factorial-v3-adamw_state-muon-seed271828__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-adamw_state-muon-seed271828,271828,adamw_state,Touche2020
0.5571,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,ArguAna
0.41265,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,ClimateFEVER
0.26693,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,DBPedia
0.92203,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,FEVER
0.54803,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,FiQA2018
0.66738,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,HotpotQA
0.56172,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,MSMARCO
0.2791,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,NFCorpus
0.93827,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/NQDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,NQ
0.91437,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,QuoraRetrieval
0.15043,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,SCIDOCS
0.88085,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,SciFact
0.81412,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,TRECCOVID
0.33997,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-adamw-seed271828/checkpoint-391/dense/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/results/factorial-v3-muon_state-adamw-seed271828__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-muon_state-adamw-seed271828,271828,muon_state,Touche2020
0.53697,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,ArguAna
0.39701,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,ClimateFEVER
0.26699,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/DBPediaDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,DBPedia
0.91804,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/FEVERDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,FEVER
0.52045,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/FiQA2018Decontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,FiQA2018
0.67285,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/HotpotQADecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,HotpotQA
0.5609,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/MSMARCODecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,MSMARCO
0.28211,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/NFCorpusDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,NFCorpus
0.93758,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/NQDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,NQ
0.91042,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/QuoraRetrievalDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,QuoraRetrieval
0.15208,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/SCIDOCSDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,SCIDOCS
0.87447,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/SciFactDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,SciFact
0.81065,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/TRECCOVIDDecontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,TRECCOVID
0.35936,adamw,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-adamw_state-adamw-seed161803/checkpoint-391/dense/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/results/factorial-v3-adamw_state-adamw-seed161803__checkpoint-391/local/Touche2020Decontaminated.json,factorial-v3-adamw_state-adamw-seed161803,161803,adamw_state,Touche2020
0.52166,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/ArguAnaDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,ArguAna
0.41336,muon,/root/embedding-optimizer-v3-experiment/evaluations/dense-v3-state-operator-v1/factorial-v3-muon_state-muon-seed161803/checkpoint-391/dense/factorial-v3-muon_state-muon-seed161803__checkpoint-391/results/factorial-v3-muon_state-muon-seed161803__checkpoint-391/local/ClimateFEVERDecontaminated.json,factorial-v3-muon_state-muon-seed161803,161803,muon_state,ClimateFEVER
