defined,exact_feature,exact_minus_original,exact_value,original_feature,original_value,relationship,run_id,stage
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09999999999999998,0.2732508808940671,saved_segment_stable_rank_fraction,0.3732508808940671,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-6,3
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09999999999999998,0.29434872724125744,saved_segment_sketch_effective_rank_fraction,0.3943487272412574,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-6,3
True,exact_nonzero_cumulative_stable_rank_fraction,-0.026419431204346755,0.2997321807421731,cumulative_stable_rank_fraction,0.32615161194651987,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-6,3
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.25861851046218187,mean_saved_segment_subspace_overlap_to_adamw,0.25861851046218187,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-6,3
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.24174095223223283,mean_cumulative_subspace_overlap_to_adamw,0.24174095223223283,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-6,3
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09999999999999998,0.28893858507647135,saved_segment_stable_rank_fraction,0.38893858507647133,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-6,4
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09999999999999998,0.2997321807421731,saved_segment_sketch_effective_rank_fraction,0.3997321807421731,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-6,4
True,exact_nonzero_cumulative_stable_rank_fraction,0.045310862810242936,0.28131784907920926,cumulative_stable_rank_fraction,0.23600698626896632,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-6,4
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2222862427962556,mean_saved_segment_subspace_overlap_to_adamw,0.2222862427962556,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-6,4
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.21876529080661924,mean_cumulative_subspace_overlap_to_adamw,0.21876529080661924,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-6,4
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09999999999999998,0.29799080613986145,saved_segment_stable_rank_fraction,0.39799080613986143,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-6,5
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09999999999999998,0.28850459227756614,saved_segment_sketch_effective_rank_fraction,0.3885045922775661,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-6,5
True,exact_nonzero_cumulative_stable_rank_fraction,0.03874744287969284,0.23908847788984522,cumulative_stable_rank_fraction,0.20034103501015238,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-6,5
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2252353594090508,mean_saved_segment_subspace_overlap_to_adamw,0.2252353594090508,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-6,5
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.24296157344734895,mean_cumulative_subspace_overlap_to_adamw,0.24296157344734895,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-6,5
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.05236593282273988,0.2997321807421731,saved_segment_stable_rank_fraction,0.352098113564913,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,1
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.11071489132068169,0.2625359895733854,saved_segment_sketch_effective_rank_fraction,0.3732508808940671,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-6,1
True,exact_nonzero_cumulative_stable_rank_fraction,-0.2086212756983888,0.18541151362572184,cumulative_stable_rank_fraction,0.3940327893241106,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,1
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.33177128930805483,mean_saved_segment_subspace_overlap_to_adamw,0.33177128930805483,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,1
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.31897952977441146,mean_cumulative_subspace_overlap_to_adamw,0.31897952977441146,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,1
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09490579575236069,0.29403278932411064,saved_segment_stable_rank_fraction,0.38893858507647133,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,2
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.1735805687956532,0.2261516119465199,saved_segment_sketch_effective_rank_fraction,0.3997321807421731,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-6,2
True,exact_nonzero_cumulative_stable_rank_fraction,-0.09999999999999998,0.13600698626896635,cumulative_stable_rank_fraction,0.23600698626896632,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,2
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.25480431324267433,mean_saved_segment_subspace_overlap_to_adamw,0.25480431324267433,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,2
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2543927629561494,mean_cumulative_subspace_overlap_to_adamw,0.2543927629561494,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,2
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.11841433166296383,0.28131784907920926,saved_segment_stable_rank_fraction,0.3997321807421731,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,3
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.17712447594766356,0.18541151362572184,saved_segment_sketch_effective_rank_fraction,0.3625359895733854,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-6,3
True,exact_nonzero_cumulative_stable_rank_fraction,-0.1441732904516651,0.10534368446938902,cumulative_stable_rank_fraction,0.24951697492105412,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,3
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.29425631057238466,mean_saved_segment_subspace_overlap_to_adamw,0.29425631057238466,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,3
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.3181386130462809,mean_cumulative_subspace_overlap_to_adamw,0.3181386130462809,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,3
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.11878185950582382,0.2625359895733854,saved_segment_stable_rank_fraction,0.38131784907920924,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,4
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.13831029123573027,0.14710122238999154,saved_segment_sketch_effective_rank_fraction,0.2854115136257218,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-6,4
True,exact_nonzero_cumulative_stable_rank_fraction,-0.29594692527628463,0.10240177374582404,cumulative_stable_rank_fraction,0.3983486990221087,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,4
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.3360769618296065,mean_saved_segment_subspace_overlap_to_adamw,0.3360769618296065,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,4
True,exact_mean_cumulative_overlap_to_adamw,5.551115123125783e-17,0.3193152988719227,mean_cumulative_subspace_overlap_to_adamw,0.31931529887192267,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,4
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09999999999999998,0.23908847788984522,saved_segment_stable_rank_fraction,0.3390884778898452,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,5
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09999999999999996,0.11760156587883742,saved_segment_sketch_effective_rank_fraction,0.2176015658788374,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-6,5
True,exact_nonzero_cumulative_stable_rank_fraction,-0.15551003223080717,0.12804283271794925,cumulative_stable_rank_fraction,0.2835528649487564,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-6,5
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.28124440174765925,mean_saved_segment_subspace_overlap_to_adamw,0.28124440174765925,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,5
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.24321001496109287,mean_cumulative_subspace_overlap_to_adamw,0.24321001496109287,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-6,5
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.16052620726159839,0.21272467363246872,saved_segment_stable_rank_fraction,0.3732508808940671,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,1
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.2925228239039807,0.10182590333727672,saved_segment_sketch_effective_rank_fraction,0.3943487272412574,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-5,1
True,exact_nonzero_cumulative_stable_rank_fraction,-0.15139408387237674,0.17475752807414313,cumulative_stable_rank_fraction,0.32615161194651987,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,1
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.30522526164690417,mean_saved_segment_subspace_overlap_to_adamw,0.30522526164690417,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,1
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2939274419373798,mean_cumulative_subspace_overlap_to_adamw,0.2939274419373798,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,1
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.21432066711645126,0.18541151362572184,saved_segment_stable_rank_fraction,0.3997321807421731,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,2
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.26013421582756135,0.10240177374582404,saved_segment_sketch_effective_rank_fraction,0.3625359895733854,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-5,2
True,exact_nonzero_cumulative_stable_rank_fraction,-0.020652149823735394,0.22886482509731873,cumulative_stable_rank_fraction,0.24951697492105412,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,2
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2891592682404147,mean_saved_segment_subspace_overlap_to_adamw,0.2891592682404147,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,2
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.29635477888044265,mean_cumulative_subspace_overlap_to_adamw,0.29635477888044265,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,2
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.20334922584551046,0.15918676372787494,saved_segment_stable_rank_fraction,0.3625359895733854,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,3
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.12786796023946082,0.1192332621505307,saved_segment_sketch_effective_rank_fraction,0.24710122238999152,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-5,3
True,exact_nonzero_cumulative_stable_rank_fraction,-0.09678206466926964,0.27451866499639255,cumulative_stable_rank_fraction,0.3713007296656622,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,3
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2719773471051,mean_saved_segment_subspace_overlap_to_adamw,0.2719773471051,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,3
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2518601071281499,mean_cumulative_subspace_overlap_to_adamw,0.2518601071281499,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,3
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.14940452735675547,0.13600698626896635,saved_segment_stable_rank_fraction,0.2854115136257218,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,4
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.052884798824769874,0.14951697492105415,saved_segment_sketch_effective_rank_fraction,0.20240177374582402,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-5,4
True,exact_nonzero_cumulative_stable_rank_fraction,0.08550447537611855,0.2983486990221087,cumulative_stable_rank_fraction,0.21284422364599015,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,4
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.26794611710867083,mean_saved_segment_subspace_overlap_to_adamw,0.26794611710867083,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,4
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.3126025249030467,mean_cumulative_subspace_overlap_to_adamw,0.3126025249030467,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,4
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09999999999999996,0.11760156587883742,saved_segment_stable_rank_fraction,0.2176015658788374,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,5
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09999999999999998,0.18820896315384572,saved_segment_sketch_effective_rank_fraction,0.2882089631538457,full_spectrum_and_nonzero_denominator,verified-v3-adamw-1e-5,5
True,exact_nonzero_cumulative_stable_rank_fraction,-0.10356864844662711,0.2933759771817651,cumulative_stable_rank_fraction,0.3969446256283922,exact_rank_and_nonzero_denominator,verified-v3-adamw-1e-5,5
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.3295262248272652,mean_saved_segment_subspace_overlap_to_adamw,0.3295262248272652,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,5
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2782566112678001,mean_cumulative_subspace_overlap_to_adamw,0.2782566112678001,exact_projectors_complete_comparator_population,verified-v3-adamw-1e-5,5
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.2835949006070823,0.10534368446938902,saved_segment_stable_rank_fraction,0.38893858507647133,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,1
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.17086735564485436,0.22886482509731873,saved_segment_sketch_effective_rank_fraction,0.3997321807421731,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-5,1
True,exact_nonzero_cumulative_stable_rank_fraction,0.025049842518133913,0.26105682878710024,cumulative_stable_rank_fraction,0.23600698626896632,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,1
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.29003617054514114,mean_saved_segment_subspace_overlap_to_adamw,0.29003617054514114,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,1
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.276686876168243,mean_cumulative_subspace_overlap_to_adamw,0.276686876168243,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,1
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.2811699774775732,0.10014787160163603,saved_segment_stable_rank_fraction,0.38131784907920924,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,2
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.020698450537910362,0.26471306308781145,saved_segment_sketch_effective_rank_fraction,0.2854115136257218,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-5,2
True,exact_nonzero_cumulative_stable_rank_fraction,-0.18749234243971497,0.2108563565823937,cumulative_stable_rank_fraction,0.3983486990221087,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,2
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.27607783519459983,mean_saved_segment_subspace_overlap_to_adamw,0.27607783519459983,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,2
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.29068185020204135,mean_cumulative_subspace_overlap_to_adamw,0.29068185020204135,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,2
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.18300973987989777,0.10240177374582404,saved_segment_stable_rank_fraction,0.2854115136257218,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,3
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.08738114668673752,0.28978292043256154,saved_segment_sketch_effective_rank_fraction,0.20240177374582402,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-5,3
True,exact_nonzero_cumulative_stable_rank_fraction,-0.055367771140271915,0.15747645250571823,cumulative_stable_rank_fraction,0.21284422364599015,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,3
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.29168314065182344,mean_saved_segment_subspace_overlap_to_adamw,0.29168314065182344,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,3
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.27452527600521553,mean_cumulative_subspace_overlap_to_adamw,0.27452527600521553,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,3
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09340645151167142,0.11193723295771758,saved_segment_stable_rank_fraction,0.205343684469389,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,4
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.028965975410158662,0.29989884968716,saved_segment_sketch_effective_rank_fraction,0.3288648250973187,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-5,4
True,exact_nonzero_cumulative_stable_rank_fraction,-0.21904791826025863,0.11655014841780578,cumulative_stable_rank_fraction,0.3355980666780644,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,4
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2729444548581055,mean_saved_segment_subspace_overlap_to_adamw,0.2729444548581055,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,4
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2951260999005243,mean_cumulative_subspace_overlap_to_adamw,0.2951260999005243,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,4
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09999999999999998,0.12804283271794925,saved_segment_stable_rank_fraction,0.22804283271794923,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,5
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09999999999999998,0.2933759771817651,saved_segment_sketch_effective_rank_fraction,0.3933759771817651,full_spectrum_and_nonzero_denominator,verified-v3-adamw-3e-5,5
True,exact_nonzero_cumulative_stable_rank_fraction,-0.23238304152189293,0.10006326982387505,cumulative_stable_rank_fraction,0.33244631134576796,exact_rank_and_nonzero_denominator,verified-v3-adamw-3e-5,5
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.29783626848163247,mean_saved_segment_subspace_overlap_to_adamw,0.29783626848163247,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,5
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2642612068019254,mean_cumulative_subspace_overlap_to_adamw,0.2642612068019254,exact_projectors_complete_comparator_population,verified-v3-adamw-3e-5,5
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.24847383121880728,0.14951697492105415,saved_segment_stable_rank_fraction,0.39799080613986143,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,1
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.11720386261190391,0.2713007296656622,saved_segment_sketch_effective_rank_fraction,0.3885045922775661,full_spectrum_and_nonzero_denominator,verified-v3-muon-1e-4,1
True,exact_nonzero_cumulative_stable_rank_fraction,-0.08749681136416221,0.11284422364599017,cumulative_stable_rank_fraction,0.20034103501015238,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,1
True,exact_mean_saved_segment_overlap_to_adamw,-5.551115123125783e-17,0.26208607966529146,mean_saved_segment_subspace_overlap_to_adamw,0.2620860796652915,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,1
True,exact_mean_cumulative_overlap_to_adamw,5.551115123125783e-17,0.26632676567180397,mean_cumulative_subspace_overlap_to_adamw,0.2663267656718039,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,1
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.16433094981570207,0.17475752807414313,saved_segment_stable_rank_fraction,0.3390884778898452,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,2
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,0.01974831700241192,0.2373498828812493,saved_segment_sketch_effective_rank_fraction,0.2176015658788374,full_spectrum_and_nonzero_denominator,verified-v3-muon-1e-4,2
True,exact_nonzero_cumulative_stable_rank_fraction,-0.1324029314482696,0.15114993350048683,cumulative_stable_rank_fraction,0.2835528649487564,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,2
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2910550203733489,mean_saved_segment_subspace_overlap_to_adamw,0.2910550203733489,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,2
True,exact_mean_cumulative_overlap_to_adamw,-5.551115123125783e-17,0.2772999919054478,mean_cumulative_subspace_overlap_to_adamw,0.27729999190544785,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,2
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.015720207599219077,0.2018813582796183,saved_segment_stable_rank_fraction,0.2176015658788374,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,3
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09103079245201834,0.19717817070182736,saved_segment_sketch_effective_rank_fraction,0.2882089631538457,full_spectrum_and_nonzero_denominator,verified-v3-muon-1e-4,3
True,exact_nonzero_cumulative_stable_rank_fraction,-0.19318257503654263,0.2037620505918496,cumulative_stable_rank_fraction,0.3969446256283922,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,3
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.29917656654869873,mean_saved_segment_subspace_overlap_to_adamw,0.29917656654869873,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,3
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2914460783297279,mean_cumulative_subspace_overlap_to_adamw,0.2914460783297279,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,3
True,exact_nonzero_saved_segment_stable_rank_fraction,0.0008219923793695016,0.22886482509731873,saved_segment_stable_rank_fraction,0.22804283271794923,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,4
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.23589952467604686,0.15747645250571823,saved_segment_sketch_effective_rank_fraction,0.3933759771817651,full_spectrum_and_nonzero_denominator,verified-v3-muon-1e-4,4
True,exact_nonzero_cumulative_stable_rank_fraction,-0.07717391141169938,0.2552723999340686,cumulative_stable_rank_fraction,0.33244631134576796,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,4
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.280909870617759,mean_saved_segment_subspace_overlap_to_adamw,0.280909870617759,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,4
True,exact_mean_cumulative_overlap_to_adamw,-5.551115123125783e-17,0.3038899157498616,mean_cumulative_subspace_overlap_to_adamw,0.3038899157498617,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,4
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.09999999999999998,0.2536947602448012,saved_segment_stable_rank_fraction,0.3536947602448012,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,5
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.09999999999999999,0.12485730712305719,saved_segment_sketch_effective_rank_fraction,0.22485730712305718,full_spectrum_and_nonzero_denominator,verified-v3-muon-1e-4,5
True,exact_nonzero_cumulative_stable_rank_fraction,0.0821853496400996,0.2905954742308463,cumulative_stable_rank_fraction,0.2084101245907467,exact_rank_and_nonzero_denominator,verified-v3-muon-1e-4,5
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2691533038400792,mean_saved_segment_subspace_overlap_to_adamw,0.2691533038400792,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,5
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.3090016175965591,mean_cumulative_subspace_overlap_to_adamw,0.3090016175965591,exact_projectors_complete_comparator_population,verified-v3-muon-1e-4,5
True,exact_nonzero_saved_segment_stable_rank_fraction,-0.12521351574578055,0.27451866499639255,saved_segment_stable_rank_fraction,0.3997321807421731,exact_rank_and_nonzero_denominator,verified-v3-muon-3e-4,1
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.25778232465745854,0.10475366491592689,saved_segment_sketch_effective_rank_fraction,0.3625359895733854,full_spectrum_and_nonzero_denominator,verified-v3-muon-3e-4,1
True,exact_nonzero_cumulative_stable_rank_fraction,0.0498694552075824,0.2993864301286365,cumulative_stable_rank_fraction,0.24951697492105412,exact_rank_and_nonzero_denominator,verified-v3-muon-3e-4,1
True,exact_mean_saved_segment_overlap_to_adamw,0.0,0.2696471625084452,mean_saved_segment_subspace_overlap_to_adamw,0.2696471625084452,exact_projectors_complete_comparator_population,verified-v3-muon-3e-4,1
True,exact_mean_cumulative_overlap_to_adamw,0.0,0.2815486643991486,mean_cumulative_subspace_overlap_to_adamw,0.2815486643991486,exact_projectors_complete_comparator_population,verified-v3-muon-3e-4,1
True,exact_nonzero_saved_segment_stable_rank_fraction,0.004371406806839728,0.28978292043256154,saved_segment_stable_rank_fraction,0.2854115136257218,exact_rank_and_nonzero_denominator,verified-v3-muon-3e-4,2
True,full_spectrum_nonzero_saved_segment_entropy_rank_fraction,-0.10188785577904741,0.10051391796677661,saved_segment_sketch_effective_rank_fraction,0.20240177374582402,full_spectrum_and_nonzero_denominator,verified-v3-muon-3e-4,2
True,exact_nonzero_cumulative_stable_rank_fraction,0.06622649282753479,0.27907071647352494,cumulative_stable_rank_fraction,0.21284422364599015,exact_rank_and_nonzero_denominator,verified-v3-muon-3e-4,2
