centered_log10_learning_rate,cumulative_displacement_to_weight_ratio,cumulative_stable_rank_fraction,dose_index,learning_rate,log_saved_segment_to_weight_ratio,mean_cumulative_subspace_overlap_to_adamw,mean_ndcg_at_10,mean_saved_segment_subspace_overlap_to_adamw,optimizer,progress_fraction,run_id,saved_segment_row_norm_cv,saved_segment_sketch_effective_rank_fraction,saved_segment_stable_rank_fraction,saved_segment_top_1pct_row_energy,stage
0.2614393726401687,0.3625359895733854,0.32615161194651987,3,1e-05,-1.0789490095069778,0.2939274419373798,0.50390625,0.30522526164690417,adamw,0.2,verified-v3-adamw-1e-5,0.3997321807421731,0.3943487272412574,0.3732508808940671,0.3885045922775661,1
0.2614393726401687,0.20240177374582402,0.24951697492105412,3,1e-05,-0.9855044825011424,0.29635477888044265,0.515625,0.2891592682404147,adamw,0.4,verified-v3-adamw-1e-5,0.2854115136257218,0.3625359895733854,0.3997321807421731,0.2176015658788374,2
0.2614393726401687,0.3897829204325615,0.3713007296656622,3,1e-05,-0.9305196666284288,0.2518601071281499,0.52734375,0.2719773471051,adamw,0.6,verified-v3-adamw-1e-5,0.20240177374582402,0.24710122238999152,0.3625359895733854,0.2882089631538457,3
0.2614393726401687,0.2574764525057182,0.21284422364599015,3,1e-05,-0.9169605042661831,0.3126025249030467,0.5390625,0.26794611710867083,adamw,0.8,verified-v3-adamw-1e-5,0.3288648250973187,0.20240177374582402,0.2854115136257218,0.3933759771817651,4
0.2614393726401687,0.27658242914916803,0.3969446256283922,3,1e-05,-0.9454502887100211,0.2782566112678001,0.55078125,0.3295262248272652,adamw,1.0,verified-v3-adamw-1e-5,0.3933759771817651,0.2882089631538457,0.2176015658788374,0.22485730712305718,5
0.7385606273598313,0.2854115136257218,0.23600698626896632,4,3e-05,-1.0438454105040058,0.276686876168243,0.490234375,0.29003617054514114,adamw,0.2,verified-v3-adamw-3e-5,0.38131784907920924,0.3997321807421731,0.38893858507647133,0.3390884778898452,1
0.7385606273598313,0.3288648250973187,0.3983486990221087,4,3e-05,-0.9443338268086825,0.29068185020204135,0.509765625,0.27607783519459983,adamw,0.4,verified-v3-adamw-3e-5,0.205343684469389,0.2854115136257218,0.38131784907920924,0.22804283271794923,2
0.7385606273598313,0.2574764525057182,0.21284422364599015,4,3e-05,-0.9169605042661831,0.27452527600521553,0.529296875,0.29168314065182344,adamw,0.6,verified-v3-adamw-3e-5,0.3288648250973187,0.20240177374582402,0.2854115136257218,0.3933759771817651,3
0.7385606273598313,0.35527239993406856,0.3355980666780644,4,3e-05,-0.9641220020964459,0.2951260999005243,0.548828125,0.2729444548581055,adamw,0.8,verified-v3-adamw-3e-5,0.3610568287871002,0.3288648250973187,0.205343684469389,0.200063269823875,4
0.7385606273598313,0.23316140286364118,0.33244631134576796,4,3e-05,-1.0814942089301998,0.2642612068019254,0.568359375,0.29783626848163247,adamw,1.0,verified-v3-adamw-3e-5,0.200063269823875,0.3933759771817651,0.22804283271794923,0.3905954742308463,5
-0.7385606273598313,0.2176015658788374,0.20034103501015238,1,0.0001,-1.0126163488933817,0.2663267656718039,0.5390625,0.2620860796652915,muon,0.2,verified-v3-muon-1e-4,0.3390884778898452,0.3885045922775661,0.39799080613986143,0.27203713132189034,1
-0.7385606273598313,0.3933759771817651,0.2835528649487564,1,0.0001,-0.9213263741156139,0.27729999190544785,0.53515625,0.2910550203733489,muon,0.4,verified-v3-muon-1e-4,0.22804283271794923,0.2176015658788374,0.3390884778898452,0.3536947602448012,2
-0.7385606273598313,0.27658242914916803,0.3969446256283922,1,0.0001,-0.9454502887100211,0.2914460783297279,0.53125,0.29917656654869873,muon,0.6,verified-v3-muon-1e-4,0.3933759771817651,0.2882089631538457,0.2176015658788374,0.22485730712305718,3
-0.7385606273598313,0.23316140286364118,0.33244631134576796,1,0.0001,-1.0814942089301998,0.3038899157498617,0.52734375,0.280909870617759,muon,0.8,verified-v3-muon-1e-4,0.200063269823875,0.3933759771817651,0.22804283271794923,0.3905954742308463,4
-0.7385606273598313,0.3991607495608618,0.2084101245907467,1,0.0001,-1.3018167097902518,0.3090016175965591,0.5234375,0.2691533038400792,muon,1.0,verified-v3-muon-1e-4,0.3905954742308463,0.22485730712305718,0.3536947602448012,0.20117977354680036,5
-0.2614393726401687,0.20240177374582402,0.24951697492105412,2,0.0003,-0.9855044825011424,0.2815486643991486,0.525390625,0.2696471625084452,muon,0.2,verified-v3-muon-3e-4,0.2854115136257218,0.3625359895733854,0.3997321807421731,0.2176015658788374,1
-0.2614393726401687,0.2574764525057182,0.21284422364599015,2,0.0003,-0.9169605042661831,0.28027088711860276,0.529296875,0.2745808366199716,muon,0.4,verified-v3-muon-3e-4,0.3288648250973187,0.20240177374582402,0.2854115136257218,0.3933759771817651,2
-0.2614393726401687,0.3790707164735249,0.20001404387206936,2,0.0003,-1.0146315280337448,0.27680272590749905,0.533203125,0.2830290792619302,muon,0.6,verified-v3-muon-3e-4,0.2574764525057182,0.3897829204325615,0.20240177374582402,0.27658242914916803,3
-0.2614393726401687,0.376974658917272,0.21453629451431883,2,0.0003,-1.253823232686821,0.2624189926219569,0.537109375,0.2972923901745376,muon,0.8,verified-v3-muon-3e-4,0.35527239993406856,0.2574764525057182,0.3288648250973187,0.23316140286364118,4
-0.2614393726401687,0.25446714266543374,0.25243822914352915,2,0.0003,-1.5250895678918786,0.3558194155159943,0.541015625,0.3626891154536605,muon,1.0,verified-v3-muon-3e-4,0.23316140286364118,0.27658242914916803,0.3933759771817651,0.3991607495608618,5
0.2614393726401687,0.24951697492105412,0.34167023573933514,3,0.001,-0.9626966105238169,0.29708898767946834,0.51171875,0.2842703598598928,muon,0.2,verified-v3-muon-1e-3,0.23600698626896632,0.32615161194651987,0.3940327893241106,0.20034103501015238,1
0.2614393726401687,0.21284422364599015,0.3757600708159916,3,0.001,-0.9313211515121328,0.298730819027065,0.5234375,0.2834016904229266,muon,0.4,verified-v3-muon-1e-3,0.3983486990221087,0.24951697492105412,0.23600698626896632,0.2835528649487564,2
0.2614393726401687,0.20001404387206936,0.3960680858278287,3,0.001,-1.120392938405105,0.3038899157498617,0.53515625,0.280909870617759,muon,0.6,verified-v3-muon-1e-3,0.21284422364599015,0.3713007296656622,0.24951697492105412,0.3969446256283922,3
0.2614393726401687,0.21453629451431883,0.3988999678504753,3,0.001,-1.443893871560079,0.38513507533889063,0.546875,0.268947172959719,muon,0.8,verified-v3-muon-1e-3,0.3355980666780644,0.21284422364599015,0.3983486990221087,0.33244631134576796,4
0.2614393726401687,0.25243822914352915,0.3837405578026297,3,0.001,-1.6077341895437578,0.2803506403583053,0.55859375,0.32312835694799086,muon,1.0,verified-v3-muon-1e-3,0.33244631134576796,0.3969446256283922,0.2835528649487564,0.2084101245907467,5
0.7385606273598313,0.3288648250973187,0.3983486990221087,4,0.003,-0.9443338268086825,0.3038567962031814,0.498046875,0.2977185745066251,muon,0.2,verified-v3-muon-3e-3,0.205343684469389,0.2854115136257218,0.38131784907920924,0.22804283271794923,1
0.7385606273598313,0.35527239993406856,0.3355980666780644,4,0.003,-0.9641220020964459,0.2914460783297279,0.517578125,0.29917656654869873,muon,0.4,verified-v3-muon-3e-3,0.3610568287871002,0.3288648250973187,0.205343684469389,0.200063269823875,2
0.7385606273598313,0.376974658917272,0.21453629451431883,4,0.003,-1.253823232686821,0.2671301953068904,0.537109375,0.303730989765768,muon,0.6,verified-v3-muon-3e-3,0.35527239993406856,0.2574764525057182,0.3288648250973187,0.23316140286364118,3
0.7385606273598313,0.3921240979875207,0.23346768897824755,4,0.003,-1.5830701940104432,0.3145137314622178,0.556640625,0.39027226518543556,muon,0.8,verified-v3-muon-3e-3,0.20329042643291528,0.35527239993406856,0.3610568287871002,0.30710885632188,4
0.7385606273598313,0.3994310518522888,0.3613818247130064,4,0.003,-1.478221804873679,0.2778358443207484,0.576171875,0.2848843139075262,muon,1.0,verified-v3-muon-3e-3,0.30710885632188,0.23316140286364118,0.200063269823875,0.3767116352635528,5
-0.7385606273598313,0.3897829204325615,0.3713007296656622,1,0.0001,-0.9305196666284288,0.2992928837160874,0.546875,0.3037933136546955,normuon,0.2,verified-v3-normuon-1e-4,0.20240177374582402,0.24710122238999152,0.3625359895733854,0.2882089631538457,1
-0.7385606273598313,0.3790707164735249,0.20001404387206936,1,0.0001,-1.0146315280337448,0.27450115035011624,0.54296875,0.2925009409549078,normuon,0.4,verified-v3-normuon-1e-4,0.2574764525057182,0.3897829204325615,0.20240177374582402,0.27658242914916803,2
-0.7385606273598313,0.27985368944284056,0.36891089887859696,1,0.0001,-1.3979572190552862,0.3090016175965591,0.5390625,0.2691533038400792,normuon,0.6,verified-v3-normuon-1e-4,0.3790707164735249,0.2005139179667766,0.3897829204325615,0.26528260576338697,3
-0.7385606273598313,0.20318667499494192,0.30335129131706146,1,0.0001,-1.5975005780409022,0.2803506403583053,0.53515625,0.32312835694799086,normuon,0.8,verified-v3-normuon-1e-4,0.376974658917272,0.3790707164735249,0.2574764525057182,0.25446714266543374,4
-0.7385606273598313,0.2348840030330447,0.22638954098827585,1,0.0001,-1.2440694954359053,0.2992990207579232,0.53125,0.28018923991357236,normuon,1.0,verified-v3-normuon-1e-4,0.25446714266543374,0.26528260576338697,0.27658242914916803,0.24428693196383996,5
-0.2614393726401687,0.3933759771817651,0.2835528649487564,2,0.0003,-0.9213263741156139,0.28778581498313033,0.533203125,0.30065428007613215,normuon,0.2,verified-v3-normuon-3e-4,0.22804283271794923,0.2176015658788374,0.3390884778898452,0.3536947602448012,1
-0.2614393726401687,0.23316140286364118,0.33244631134576796,2,0.0003,-1.0814942089301998,0.2869306475644624,0.537109375,0.2757140435443264,normuon,0.4,verified-v3-normuon-3e-4,0.200063269823875,0.3933759771817651,0.22804283271794923,0.3905954742308463,2
-0.2614393726401687,0.25446714266543374,0.25243822914352915,2,0.0003,-1.5250895678918786,0.39993481652240803,0.541015625,0.29173979488989443,normuon,0.6,verified-v3-normuon-3e-4,0.23316140286364118,0.27658242914916803,0.3933759771817651,0.3991607495608618,3
-0.2614393726401687,0.3994310518522888,0.3613818247130064,2,0.0003,-1.478221804873679,0.28864655336796724,0.544921875,0.27015257102153606,normuon,0.8,verified-v3-normuon-3e-4,0.30710885632188,0.23316140286364118,0.200063269823875,0.3767116352635528,4
-0.2614393726401687,0.2743600330366982,0.22646993392533368,2,0.0003,-1.0393209970031319,0.2860838718278325,0.548828125,0.29930719966382835,normuon,1.0,verified-v3-normuon-3e-4,0.3767116352635528,0.3991607495608618,0.3905954742308463,0.33026951410063154,5
0.2614393726401687,0.3373498828812493,0.2098068117318333,3,0.001,-0.9167994351305824,0.27729999190544785,0.51953125,0.2910550203733489,normuon,0.2,verified-v3-normuon-1e-3,0.2747575280741431,0.20182590333727668,0.3127246736324687,0.39495552697137243,1
0.2614393726401687,0.23070620764809238,0.3779049643547901,3,0.001,-1.162432112506567,0.3038899157498617,0.53125,0.280909870617759,normuon,0.4,verified-v3-normuon-1e-3,0.2511499335004868,0.3373498828812493,0.2747575280741431,0.3595560549688023,2
0.2614393726401687,0.39120820855308414,0.3229022587904776,3,0.001,-1.6003498178667703,0.3145137314622178,0.54296875,0.39027226518543556,normuon,0.6,verified-v3-normuon-1e-3,0.23070620764809238,0.38396450575570823,0.3373498828812493,0.242397998374407,3
0.2614393726401687,0.20007873257886113,0.20231305777109942,3,0.001,-1.2918662863498662,0.2900037506848061,0.5546875,0.3003623861957287,normuon,0.8,verified-v3-normuon-1e-3,0.21475042782954784,0.23070620764809238,0.2511499335004868,0.20431600088149998,4
0.2614393726401687,0.39417185216180034,0.36147548523209355,3,0.001,-0.9289821103656315,0.26798759494116514,0.56640625,0.2748026835054272,normuon,1.0,verified-v3-normuon-1e-3,0.20431600088149998,0.242397998374407,0.3595560549688023,0.29758904932157165,5
0.7385606273598313,0.2574764525057182,0.21284422364599015,4,0.003,-0.9169605042661831,0.2743548547421335,0.505859375,0.28054570876454266,normuon,0.2,verified-v3-normuon-3e-3,0.3288648250973187,0.20240177374582402,0.2854115136257218,0.3933759771817651,1
0.7385606273598313,0.376974658917272,0.21453629451431883,4,0.003,-1.253823232686821,0.2827472264389512,0.525390625,0.300935398122241,normuon,0.4,verified-v3-normuon-3e-3,0.35527239993406856,0.2574764525057182,0.3288648250973187,0.23316140286364118,2
0.7385606273598313,0.20318667499494192,0.30335129131706146,4,0.003,-1.5975005780409022,0.26558100170122056,0.544921875,0.3599434240429961,normuon,0.6,verified-v3-normuon-3e-3,0.376974658917272,0.3790707164735249,0.2574764525057182,0.25446714266543374,3
0.7385606273598313,0.3982734826427296,0.38874993373238614,4,0.003,-1.1121084786109094,0.28160110212052364,0.564453125,0.27610774402440885,normuon,0.8,verified-v3-normuon-3e-3,0.3921240979875207,0.376974658917272,0.35527239993406856,0.3994310518522888,4
0.7385606273598313,0.21892205645429158,0.38367562205205374,4,0.003,-0.9329894395033776,0.3832349121617516,0.583984375,0.29685402178711034,normuon,1.0,verified-v3-normuon-3e-3,0.3994310518522888,0.25446714266543374,0.23316140286364118,0.2743600330366982,5
